days_since_last_login,avg_catalogs_opened,products_in_tariff,manager_interactions,avg_time_in_product,total_products_purchased,support_satisfaction,days_until_sub_end,risk_score
163,2.7,3,9,28,4,4.4,347,4
116,1.5,4,5,5,3,2.5,95,10
97,8.3,1,3,98,1,2.1,51,5
65,1.8,5,0,83,3,4.2,93,9
78,7.6,4,0,76,5,1.1,63,7
161,1.0,3,4,103,3,3.4,20,7
163,9.5,5,7,86,3,4.5,105,4
5,7.3,5,0,109,6,2.6,335,3
38,0.6,4,1,20,4,2.1,199,8
169,7.8,4,6,89,6,3.0,331,4
114,5.4,2,7,19,4,3.9,351,4
124,7.9,2,2,66,6,3.1,280,4
11,5.5,5,7,9,4,1.0,281,3
130,6.6,2,0,49,7,1.3,99,7
17,8.0,3,8,56,4,3.9,336,4
39,4.3,1,1,75,4,2.6,26,5
20,0.5,5,1,116,3,4.1,244,7
142,8.6,1,3,11,5,3.6,62,6
98,4.1,2,9,31,4,3.3,341,4
25,5.2,4,2,93,5,4.6,37,4
7,0.6,5,3,90,5,1.1,301,4
99,5.2,2,5,116,2,1.6,126,5
86,9.9,3,6,17,2,3.5,70,4
41,3.1,5,4,21,1,1.3,133,5
171,4.3,5,1,109,7,3.6,252,4
13,7.0,4,2,48,6,4.9,12,0
77,8.2,5,9,17,2,4.5,173,4
1,4.5,4,2,94,4,3.4,89,0
118,3.4,2,4,77,5,4.6,288,4
36,9.4,3,4,9,6,1.5,206,7
68,6.9,3,3,107,1,2.8,61,5
165,1.6,5,7,37,2,2.7,318,8
40,1.2,5,5,8,3,2.3,311,10
61,5.1,2,5,96,7,1.0,38,5
59,2.6,4,0,30,6,4.6,59,6
124,2.9,3,5,72,1,4.1,104,4
110,8.8,4,2,20,4,3.6,238,4
13,1.4,2,5,105,6,1.5,126,4
83,7.3,3,9,26,5,2.5,82,5
129,3.1,3,5,40,4,4.7,219,4
69,7.7,1,1,106,4,3.5,104,4
144,7.4,2,0,62,6,3.4,73,6
122,0.6,2,2,59,3,4.7,134,7
88,5.3,1,4,39,3,3.2,61,4
27,1.8,4,3,29,6,3.4,0,8
65,8.7,1,6,76,6,2.4,78,5
162,8.8,2,3,85,6,2.5,64,5
4,4.5,4,7,65,7,3.7,182,0
167,4.7,3,6,22,7,2.3,65,5
163,3.4,1,9,118,5,3.2,322,4
44,7.3,4,8,62,2,2.1,355,5
150,3.9,4,0,80,4,1.7,207,7
46,3.0,4,4,61,6,2.8,53,5
30,4.6,1,3,101,7,1.9,220,5
138,1.4,3,5,91,2,4.6,235,7
9,7.6,4,0,67,5,2.2,99,3
117,0.6,1,5,16,4,3.4,102,7
13,6.6,2,0,15,2,2.1,181,3
79,2.2,1,0,17,4,2.0,107,7
92,2.7,1,7,39,3,2.4,11,5
9,6.5,1,1,31,6,4.7,342,0
75,9.9,4,9,93,3,2.6,85,5
93,7.9,1,5,108,1,4.3,287,4
104,2.6,2,5,71,5,1.8,326,5
0,2.2,4,5,117,6,1.2,213,1
132,8.7,2,7,93,2,4.1,43,4
19,4.7,5,3,49,4,3.2,321,4
7,1.8,1,2,78,7,3.0,77,3
170,8.7,4,5,85,1,2.1,54,5
0,8.3,4,3,71,5,1.3,271,1
56,9.8,1,1,113,5,2.9,343,5
63,9.1,3,5,26,5,4.5,70,4
117,8.6,3,9,106,2,1.5,67,5
27,1.0,2,4,82,6,4.7,179,7
120,1.5,1,8,95,3,2.1,173,8
106,5.9,1,5,46,1,3.1,168,4
164,5.5,5,2,24,2,1.3,260,5
174,4.9,3,4,52,4,2.7,124,5
164,4.3,3,9,22,2,1.5,130,5
48,4.6,1,7,81,4,1.2,233,5
119,5.9,2,8,110,4,4.9,153,4
43,0.5,1,7,74,5,3.9,329,7
55,3.0,2,2,78,2,3.9,124,4
155,5.4,3,8,105,3,1.4,353,5
110,7.4,5,2,97,4,4.7,99,4
133,2.2,4,7,10,7,2.9,52,7
107,5.7,3,9,43,5,4.4,331,4
147,7.3,2,8,15,3,1.1,127,5
113,4.7,1,6,116,2,2.2,13,5
77,0.8,3,3,29,3,5.0,4,8
129,4.8,5,9,112,2,2.7,249,5
36,3.3,2,8,112,4,4.6,26,4
19,9.3,1,2,98,1,2.3,124,5
25,1.7,4,2,59,1,3.1,28,7
28,6.7,2,1,88,6,4.4,2,5
0,1.0,1,9,62,6,3.4,227,3
118,4.7,4,2,41,4,3.9,136,4
34,5.8,1,0,20,3,1.9,256,7
58,3.3,4,3,99,2,1.6,239,5
68,4.8,4,7,97,1,1.9,278,5
160,2.1,4,4,74,2,3.0,322,4
178,3.4,1,1,97,4,4.2,159,4
11,6.4,4,2,100,3,2.4,5,2
19,3.4,2,0,77,7,3.3,304,6
42,9.0,5,1,41,2,4.2,142,4
125,6.5,5,0,57,3,2.0,180,7
49,4.7,4,1,91,7,4.5,29,4
28,0.9,5,2,20,1,4.8,252,7
38,5.2,5,0,22,2,1.2,39,7
170,7.8,4,8,23,5,1.2,186,5
177,3.0,4,9,48,1,1.4,318,5
150,8.2,2,4,6,3,4.1,303,6
171,2.9,3,7,62,4,1.8,226,5
37,8.3,1,4,14,5,3.9,219,6
83,1.3,4,7,80,6,2.8,323,8
150,8.7,4,6,50,2,4.3,42,4
127,5.2,5,3,86,6,4.2,143,4
125,3.3,2,6,23,1,4.8,277,4
44,3.0,5,5,42,2,2.0,318,5
51,4.6,4,2,41,2,1.9,173,5
79,10.0,4,8,95,5,1.1,246,5
177,2.6,5,9,116,5,2.6,172,5
123,1.5,4,8,82,5,2.8,40,8
118,6.1,3,4,49,5,4.9,49,4
7,5.1,1,7,38,4,4.3,322,0
84,5.5,1,6,6,3,1.7,179,7
128,6.8,1,8,48,5,4.2,341,4
7,3.0,3,6,101,1,1.7,158,1
156,9.2,4,3,87,2,1.3,36,5
95,4.6,5,3,31,6,4.3,26,4
101,1.7,2,7,52,5,4.9,255,7
4,7.6,4,5,98,1,1.4,277,1
85,6.6,3,8,11,4,4.3,248,6
174,3.5,3,9,31,1,4.4,180,4
33,6.4,1,6,89,6,1.5,16,5
54,2.6,4,6,75,6,2.1,124,5
118,4.7,1,3,116,1,3.9,311,4
170,9.0,2,2,93,4,4.2,211,4
157,1.8,1,7,106,6,2.4,236,8
113,4.2,2,6,22,4,1.6,298,5
144,8.3,3,3,37,2,3.6,199,4
25,9.7,1,3,37,5,3.8,180,4
135,4.8,1,0,100,6,3.0,129,6
46,5.3,5,6,29,1,1.6,120,5
112,5.9,3,0,18,3,4.4,186,6
75,9.4,5,9,42,3,3.6,226,4
71,8.7,2,9,42,7,4.5,161,4
88,2.1,2,3,8,2,4.7,111,6
45,4.6,3,2,112,3,4.2,133,4
32,4.9,2,2,66,2,4.8,185,4
0,8.0,3,0,86,5,4.8,174,2
146,6.2,2,3,14,7,3.5,260,6
30,6.7,4,0,39,2,3.9,316,6
141,10.0,1,7,103,4,3.8,311,4
52,1.2,4,0,108,4,3.5,357,9
47,2.6,3,5,27,7,1.1,268,5
68,4.4,3,6,93,4,2.4,281,5
104,3.8,4,9,69,6,1.4,223,5
89,0.7,1,1,86,4,2.2,251,8
62,1.4,1,3,83,4,1.3,63,8
72,7.0,5,2,29,4,4.7,317,4
160,8.9,2,8,100,4,2.8,123,5
168,5.4,5,6,57,6,1.8,69,5
88,5.6,1,1,88,4,3.3,237,4
175,2.9,4,5,21,4,1.8,74,5
12,7.8,2,8,61,5,4.2,9,0
72,7.6,4,2,79,6,2.2,267,5
76,6.1,5,5,81,4,2.3,87,5
158,2.5,3,2,93,2,4.5,49,4
67,1.4,4,2,24,7,3.2,142,7
97,1.1,5,3,29,5,4.5,58,7
124,6.1,5,8,46,6,2.7,317,5
101,8.3,5,7,49,3,2.4,210,5
131,8.7,3,0,117,1,3.0,71,6
101,4.9,3,0,35,6,1.2,243,7
18,8.0,3,6,69,7,1.6,238,5
81,9.5,2,2,56,5,1.9,189,5
140,3.1,3,6,84,4,4.3,49,4
22,4.3,3,8,116,5,3.9,204,4
82,9.3,3,2,96,1,1.8,53,5
108,3.7,4,2,25,1,2.1,309,5
74,9.2,3,1,34,6,4.8,223,4
128,9.8,2,9,7,4,1.3,155,7
87,6.8,5,0,102,4,3.2,359,6
53,8.3,4,8,74,2,3.1,50,4
88,7.6,1,5,47,1,3.9,240,4
142,7.1,3,5,33,4,2.0,329,5
64,3.4,5,7,7,1,4.7,160,6
75,1.0,5,4,62,2,2.6,128,8
142,3.8,4,8,37,3,2.1,84,5
148,6.8,1,4,79,1,2.3,68,5
146,1.5,2,1,49,2,2.4,54,8
59,0.6,5,5,73,2,1.8,84,8
92,1.8,5,8,118,7,4.7,344,7
160,7.3,5,2,36,2,1.7,328,5
48,9.7,5,9,115,5,4.5,79,4
34,9.8,4,3,86,6,2.6,219,5
171,5.2,1,9,115,4,2.1,109,5
101,8.8,5,7,88,1,1.8,252,5
10,7.5,2,5,56,6,3.0,316,0
98,5.3,2,6,68,5,3.7,163,4
109,5.9,3,6,107,1,4.6,102,4
73,1.8,5,3,117,6,3.6,112,7
173,9.4,5,5,44,5,2.9,251,5
8,3.8,5,8,96,4,1.1,151,1
2,4.7,5,2,17,2,4.7,335,0
84,6.9,5,7,94,6,4.6,250,4
25,3.7,2,6,84,6,2.5,353,5
71,2.9,1,3,93,1,1.1,87,5
47,6.5,1,9,78,2,3.9,99,4
155,0.7,3,2,33,7,4.2,119,7
116,7.3,2,6,114,4,3.2,302,4
153,5.4,5,9,67,1,2.6,203,5
152,6.3,1,8,106,3,4.4,148,4
11,6.5,4,9,88,3,1.8,200,1
132,5.5,4,2,30,3,2.8,294,5
47,6.0,4,9,100,4,1.1,2,6
36,7.0,5,8,107,3,1.7,67,5
43,7.7,5,7,106,6,4.8,153,4
14,7.4,3,2,63,7,3.3,181,0
42,8.8,3,7,53,1,4.2,12,4
175,2.3,3,3,57,7,2.9,188,5
86,4.3,4,5,92,7,4.3,19,4
69,9.5,5,9,35,7,3.2,338,4
45,4.3,4,1,108,6,1.0,282,5
107,1.7,3,7,16,3,4.6,9,7
122,5.5,5,8,62,7,1.6,187,5
170,1.5,2,6,40,7,2.8,344,8
20,2.4,1,7,14,1,2.9,18,7
150,10.0,1,6,10,6,1.2,142,7
106,5.6,3,9,11,4,1.2,102,7
79,3.2,4,3,35,2,4.1,302,4
46,10.0,2,0,95,6,2.2,240,7
116,9.7,5,2,76,5,2.6,151,5
123,4.7,4,6,7,3,3.3,271,6
142,3.0,3,6,108,5,2.5,336,5
24,8.5,4,2,51,2,4.1,187,4
35,7.3,3,0,89,4,4.5,209,6
50,7.0,1,9,5,6,1.2,176,7
14,9.0,1,8,49,4,3.5,193,0
67,7.0,4,5,58,2,2.3,176,5
20,3.2,2,6,54,5,3.3,65,4
140,7.1,5,0,83,6,2.9,309,7
18,3.4,3,0,11,3,2.3,1,10
33,7.7,5,3,67,1,1.4,316,5
77,6.4,1,6,19,7,3.2,270,4
124,1.2,2,7,93,4,1.5,59,8
116,5.4,2,9,71,2,1.6,42,5
51,3.8,5,8,34,6,4.9,92,4
26,3.6,1,0,82,5,2.3,225,7
156,6.2,5,3,72,3,3.3,285,4
155,3.6,4,3,40,5,2.1,62,5
34,7.9,2,2,71,3,4.5,279,4
135,1.2,2,6,9,6,2.1,13,10
143,6.8,4,0,29,1,2.5,27,7
105,8.2,1,8,99,1,3.4,141,4
163,6.9,2,7,15,7,4.5,107,4
157,5.2,3,1,76,2,4.3,289,4
145,9.5,3,1,94,2,2.1,77,5
1,3.3,1,7,70,3,4.3,246,0
176,0.7,4,0,32,3,3.8,11,9
76,4.6,5,6,116,3,5.0,183,4
131,0.8,1,8,64,3,4.7,316,7
89,9.6,5,2,14,7,3.1,360,6
88,2.5,1,6,54,6,4.0,295,4
93,8.0,3,5,43,6,3.3,239,4
6,7.9,4,6,41,1,3.4,262,0
94,2.6,3,6,67,2,1.4,334,5
107,6.4,4,9,65,7,1.0,72,5
73,1.0,5,0,107,2,1.2,67,10
38,5.1,1,2,89,4,4.9,286,4
140,0.6,2,9,96,2,1.5,325,8
158,9.3,2,0,42,2,1.2,219,7
70,9.8,4,4,37,5,2.2,46,5
55,2.6,4,2,79,5,3.4,57,4
169,2.5,3,0,49,7,4.8,23,6
41,7.7,2,1,48,4,3.8,289,4
35,2.9,3,9,5,3,2.1,318,7
83,9.0,5,4,57,4,4.8,23,4
117,6.0,2,2,51,4,1.1,63,5
6,3.8,5,5,37,1,4.9,254,0
53,8.4,1,8,71,6,1.2,147,5
128,5.2,3,5,94,2,4.0,115,4
171,9.2,4,1,19,1,1.2,97,5
119,9.3,2,1,109,7,4.7,238,4
172,2.1,3,7,18,6,1.4,282,5
105,0.5,4,7,27,7,1.2,299,8
46,9.8,1,5,58,2,4.6,92,4
122,9.1,2,9,12,7,1.4,64,7
140,1.0,5,6,58,4,4.2,173,7
118,8.4,1,0,40,2,4.0,309,6
149,4.8,4,8,88,3,3.4,234,4
117,3.0,2,4,56,3,2.5,166,5
20,8.8,2,8,10,4,4.7,236,6
136,2.4,1,1,101,7,4.5,6,5
25,9.5,2,7,32,5,2.7,309,5
8,2.5,4,6,54,3,1.9,42,1
14,6.3,1,3,42,4,2.1,275,1
9,2.6,5,2,34,1,1.9,339,1
121,5.7,1,3,114,5,3.2,152,4
120,7.0,1,3,111,3,4.5,42,4
124,2.3,5,9,85,4,4.1,212,4
169,5.4,4,9,77,4,4.2,200,4
71,5.0,3,7,96,1,2.8,154,5
151,1.2,3,3,58,1,2.3,219,8
48,8.3,5,4,75,5,4.0,152,4
153,3.7,4,1,50,6,4.2,35,4
90,6.0,2,3,32,3,3.8,225,4
36,5.4,5,6,21,4,1.1,321,5
67,5.4,3,2,108,5,3.4,120,4
49,1.5,4,0,52,7,2.4,8,10
151,4.5,1,7,48,5,1.8,338,5
18,4.8,4,7,112,7,3.8,334,4
99,7.5,4,5,64,1,2.1,180,5
59,8.5,3,6,64,4,4.7,20,4
166,5.7,3,9,9,2,2.2,271,7
88,1.3,2,1,73,6,3.2,193,7
145,2.8,2,4,82,6,4.3,25,4
146,2.1,5,6,74,1,2.6,284,5
163,1.7,1,8,11,7,4.3,97,9
68,4.0,2,0,57,4,3.9,218,6
174,2.7,3,2,21,5,4.7,326,4
48,2.6,4,5,63,6,2.3,272,5
107,1.0,5,6,13,5,1.4,287,10
160,0.7,2,5,99,3,2.7,65,8
118,1.5,4,0,26,2,4.1,314,9
148,2.1,4,3,49,1,2.8,110,5
149,4.6,2,5,77,7,2.0,211,5
175,5.3,1,7,63,6,1.1,170,5
36,1.8,1,9,84,3,2.3,338,8
142,4.5,5,3,104,3,3.9,58,4
162,3.7,1,6,102,2,1.6,29,5
159,2.2,5,2,113,1,2.4,266,5
10,0.6,3,7,17,1,1.1,153,4
137,4.9,2,0,87,5,3.9,349,6
77,7.0,4,3,16,1,4.5,1,5
76,2.6,5,7,40,3,3.3,168,4
152,1.8,1,9,14,5,1.1,213,10
1,8.9,5,3,20,1,1.9,250,1
63,3.1,5,1,96,7,2.8,30,5
34,2.6,1,1,23,7,3.4,318,4
6,8.6,1,3,108,2,3.0,182,0
84,8.3,2,3,10,3,4.7,188,6
145,4.8,4,1,8,4,4.8,212,6
66,5.1,2,6,34,2,1.4,126,5
41,2.6,2,5,107,2,1.6,291,5
117,1.2,1,2,99,1,2.4,295,8
124,5.9,1,7,50,5,2.7,22,5
166,1.4,4,7,31,5,3.3,17,7
168,4.8,5,0,49,7,4.1,78,6
23,9.4,2,2,89,3,1.5,33,5
45,9.6,4,4,41,1,4.2,106,4
18,2.8,2,1,13,5,3.4,304,6
67,6.4,5,4,65,7,4.9,198,4
101,5.0,2,9,39,6,3.6,190,4
41,8.8,3,2,110,4,3.9,231,4
31,3.1,4,8,51,6,1.8,61,5
166,0.5,1,0,25,1,4.1,41,9
108,2.0,2,3,21,1,1.3,23,5
35,3.8,4,9,59,5,3.6,162,4
96,3.5,4,5,92,2,1.2,182,5
163,8.0,2,8,99,1,1.5,332,5
130,7.0,1,2,10,2,1.4,94,7
72,3.3,1,2,39,3,1.2,82,5
135,4.8,2,4,54,7,2.3,92,5
96,1.4,4,6,41,3,5.0,277,7
122,9.0,1,4,17,5,2.4,104,5
69,9.4,2,7,29,3,4.0,84,4
168,9.8,2,4,100,6,1.5,60,5
12,8.8,2,6,5,6,2.8,207,3
48,2.2,4,5,53,6,1.7,157,5
59,0.9,1,9,39,5,1.8,68,8
129,6.0,4,1,87,5,1.4,261,5
4,9.2,3,2,57,6,2.7,340,1
171,2.2,1,3,56,2,1.3,233,5
26,0.6,4,4,58,6,4.6,138,7
159,8.2,1,8,80,2,2.8,279,5
148,1.2,3,5,108,3,4.4,334,7
7,4.4,5,0,108,2,4.9,230,2
49,6.9,2,2,51,1,3.7,359,4
66,2.7,4,6,47,4,4.6,50,4
43,1.3,3,7,24,1,1.5,238,8
124,7.8,3,6,37,1,4.3,18,4
57,6.5,1,4,97,5,2.1,177,5
2,9.9,1,9,20,4,2.9,208,1
85,3.8,2,7,82,5,3.6,130,4
69,1.1,1,8,11,2,4.6,230,9
129,7.5,4,6,74,6,4.6,91,4
171,5.5,4,8,25,7,1.4,30,5
1,2.5,4,0,40,7,2.5,361,3
101,7.9,5,8,90,7,4.2,248,4
34,2.4,4,2,108,2,3.8,123,4
97,3.0,1,5,58,4,1.1,135,5
29,1.4,1,7,23,3,2.8,272,8
115,4.3,4,2,29,2,4.3,354,4
7,4.5,3,3,71,1,4.0,99,0
149,5.4,3,6,104,4,2.6,218,5
43,7.2,3,6,113,4,3.9,103,4
35,9.1,2,3,57,2,3.2,300,4
76,1.8,5,8,102,2,4.7,96,7
30,1.0,4,2,79,5,3.3,315,7
46,0.7,2,7,52,5,2.6,202,8
54,1.9,3,7,46,1,4.5,20,7
105,6.8,4,3,51,4,1.2,197,5
157,7.4,2,6,95,7,4.6,111,4
120,8.0,1,3,46,3,3.8,148,4
54,2.8,3,0,6,3,4.8,242,8
143,3.4,2,0,10,4,2.0,182,9
11,5.1,1,0,50,1,3.8,283,2
144,1.1,3,1,70,7,4.2,336,7
143,6.3,5,5,110,5,3.8,337,4
139,9.8,3,9,85,5,1.8,301,5
135,3.9,5,4,44,5,2.1,299,5
2,7.7,5,1,62,3,3.3,88,0
143,5.3,5,7,116,3,2.8,221,5
29,1.7,4,8,82,1,3.9,247,7
22,6.0,4,6,78,3,2.5,176,5
91,3.3,5,8,113,2,4.4,117,4
114,0.8,1,3,37,3,2.7,173,8
103,6.5,5,6,110,5,1.2,218,5
117,8.7,2,4,66,1,1.1,217,5
4,3.8,5,4,16,4,3.6,318,0
103,4.2,4,2,100,4,3.2,76,4
107,9.0,4,8,53,1,3.2,87,4
64,8.2,2,9,92,2,4.2,77,4
120,7.3,2,4,82,4,2.5,200,5
29,2.9,3,5,9,5,5.0,63,6
148,9.1,1,2,55,4,4.8,3,5
83,2.0,1,9,73,4,1.1,82,5
149,6.5,1,6,115,5,4.6,192,4
31,0.8,4,8,36,3,3.7,5,8
160,6.6,1,8,113,2,3.0,192,4
15,3.1,3,9,53,7,3.3,216,4
37,4.8,3,9,101,5,4.4,346,4
141,3.8,1,4,64,5,4.8,21,4
35,2.1,2,6,50,6,3.2,144,4
150,6.4,3,2,72,1,1.7,284,5
113,8.9,2,5,98,2,3.6,144,4
65,9.6,4,7,45,3,1.3,1,6
104,2.3,3,7,85,6,3.5,287,4
84,7.3,2,1,71,7,4.2,358,4
1,6.8,1,5,17,5,2.4,224,1
74,3.8,4,6,112,7,1.3,213,5
66,0.7,5,6,116,7,3.8,165,7
179,7.1,5,2,104,7,2.4,140,5
150,9.5,1,8,22,6,2.0,316,5
153,6.5,4,1,91,3,3.8,63,4
54,4.6,4,2,103,6,4.9,332,4
5,5.5,4,1,117,6,4.0,211,0
162,2.4,4,8,101,6,3.0,288,4
149,7.6,5,3,55,5,3.4,97,4
170,7.6,2,1,40,5,1.6,165,5
142,1.9,4,2,85,1,4.3,125,7
85,8.8,2,3,107,4,3.4,156,4
59,3.1,4,9,38,2,4.9,249,4
100,9.8,3,5,16,1,4.9,60,4
11,4.1,3,4,9,3,2.4,31,3
48,2.2,3,2,52,6,5.0,273,4
41,3.8,4,9,108,5,4.8,300,4
165,4.7,2,7,95,6,3.6,20,4
81,1.2,5,7,44,5,2.3,11,8
172,6.0,1,6,17,7,4.0,243,4
34,6.2,5,2,30,2,2.1,102,5
157,7.5,4,0,18,1,3.5,275,6
157,0.8,3,4,100,1,1.1,6,9
133,5.6,3,0,15,3,3.5,346,6
66,1.0,2,5,42,7,4.8,129,7
79,7.2,4,6,84,1,1.9,298,5
6,1.0,5,4,61,1,4.1,96,3
179,9.2,4,3,26,4,2.2,276,5
13,7.2,4,1,115,2,3.8,284,0
72,5.3,3,4,20,6,3.8,287,4
142,4.7,5,8,81,1,1.7,172,5
148,1.7,1,3,80,3,3.4,331,7
162,3.3,3,1,86,6,4.4,204,4
65,8.8,5,5,33,5,2.5,102,5
90,9.1,2,7,86,7,3.8,112,4
129,0.5,3,1,114,7,3.7,359,7
162,6.1,2,8,6,1,2.0,130,7
19,7.3,3,6,58,1,4.7,38,4
9,6.4,4,1,6,6,3.3,306,2
24,1.3,5,4,7,5,2.4,7,10
24,2.6,2,4,97,4,1.7,45,5
53,2.9,3,6,60,2,2.9,193,5
32,8.4,2,4,76,4,3.9,5,5
163,4.9,3,5,15,3,3.5,57,4
94,5.1,3,8,80,6,3.9,168,4
13,9.4,1,2,36,1,4.2,121,0
64,6.6,1,2,8,4,2.8,248,7
109,9.0,1,7,13,2,3.1,206,6
79,4.8,2,9,92,3,4.9,114,4
53,1.9,4,5,117,7,4.9,238,7
124,9.3,3,9,60,4,2.7,53,5
179,4.9,5,2,20,1,3.7,75,4
130,2.2,1,1,85,2,2.1,168,5
168,3.4,2,1,115,1,1.6,47,5
133,1.0,2,1,90,1,4.1,223,7
24,4.9,2,4,75,3,2.7,69,5
140,8.6,5,4,14,2,1.7,154,7
116,9.4,5,0,97,5,4.0,46,6
135,9.4,1,1,40,7,4.7,278,4
148,1.7,5,1,28,1,4.7,201,7
24,4.1,1,3,68,2,3.4,141,4
78,0.8,5,6,60,1,2.9,316,8
67,8.6,5,2,114,4,1.6,125,5
172,3.9,5,4,82,4,4.2,331,4
11,6.5,1,8,82,2,4.8,152,0
31,7.3,3,4,93,7,4.6,64,4
127,4.6,1,8,114,3,4.0,95,4
95,3.4,3,0,26,5,1.0,180,7
91,9.6,2,8,56,4,2.6,361,5
140,9.7,2,4,54,3,2.6,177,5
30,3.2,1,7,51,5,4.6,128,4
77,5.1,3,4,27,4,1.3,38,5
19,9.7,3,5,100,5,3.1,299,4
145,0.5,3,7,94,6,1.5,360,8
59,4.4,2,1,119,1,3.6,349,4
133,1.5,1,2,95,2,4.2,132,7
159,5.3,4,8,113,4,3.6,108,4
92,0.7,3,4,80,4,4.2,71,7
42,4.4,3,4,87,1,3.4,207,4
129,2.6,4,8,23,4,1.8,64,5
59,5.6,1,9,56,4,2.5,240,5
150,10.0,3,2,38,6,4.8,78,4
30,8.1,1,3,100,4,2.2,87,5
4,8.5,3,6,33,4,1.3,177,1
161,6.5,5,1,65,4,2.5,261,5
9,0.9,3,7,89,3,2.5,65,4
88,2.5,5,4,39,4,2.9,324,5
129,9.3,1,0,110,1,3.2,104,6
125,4.0,3,2,9,6,5.0,97,6
10,1.5,2,8,80,4,4.0,95,3
177,7.2,2,4,11,5,1.1,45,7
158,3.3,4,7,45,6,3.9,30,4
55,3.1,2,0,6,6,4.3,203,8
82,10.0,5,6,93,5,4.6,147,4
136,8.7,2,6,14,1,2.7,131,7
98,4.4,2,7,106,3,2.3,185,5
148,9.8,2,2,48,7,4.4,188,4
72,6.7,3,0,74,7,4.1,126,6
155,7.5,4,8,95,1,3.1,363,4
114,0.8,1,0,39,3,1.5,296,10
6,1.7,4,5,66,2,3.6,308,3
79,6.5,5,8,78,5,1.3,86,5
143,9.0,3,1,77,6,1.4,120,5
96,6.4,3,3,24,6,2.3,331,5
3,1.8,2,1,105,6,2.5,303,4
3,1.6,2,3,39,5,2.8,134,4
102,8.5,5,1,41,5,2.4,327,5
39,1.8,3,0,108,7,1.1,198,10
16,5.4,1,2,76,7,1.6,170,5
100,0.9,4,7,114,7,1.5,259,8
102,1.3,3,4,58,3,2.7,123,8
123,6.9,1,3,99,6,1.8,241,5
51,7.0,1,4,117,1,2.2,70,5
51,3.7,4,5,111,3,2.9,58,5
163,2.5,1,5,84,6,1.9,108,5
123,8.2,5,4,32,5,2.0,40,5
165,2.6,1,5,74,5,4.3,285,4
177,5.6,5,8,36,5,3.2,145,4
62,9.7,1,4,96,6,4.4,285,4
115,1.9,2,5,15,7,3.1,51,7
61,9.4,1,3,46,5,4.6,175,4
6,2.2,5,2,27,2,2.0,278,1
154,5.9,1,5,34,5,3.5,164,4
91,4.1,1,4,13,6,3.0,326,6
13,9.7,1,3,96,7,4.7,251,0
85,3.1,5,4,92,3,2.7,102,5
132,4.3,1,6,63,5,4.4,52,4
129,9.8,4,0,32,7,3.3,254,6
61,5.6,4,0,92,7,3.8,360,6
148,5.3,5,0,83,4,4.5,172,6
78,2.9,2,1,107,2,5.0,250,4
148,7.2,4,8,118,6,3.9,176,4
137,0.6,3,4,37,5,2.3,48,8
57,1.0,4,8,51,4,2.2,110,8
119,6.2,3,4,102,6,2.2,209,5
166,3.7,5,6,26,3,1.4,247,5
132,9.6,2,5,33,2,1.2,174,5
64,9.1,3,1,38,7,3.3,106,4
12,7.3,3,2,46,5,4.2,152,0
81,8.3,4,4,56,3,1.1,346,5
172,6.8,3,3,51,6,3.3,154,4
159,1.7,5,5,78,4,2.5,139,8
163,7.8,5,7,55,6,4.6,150,4
138,2.5,5,7,49,6,1.6,272,5
148,3.6,4,2,98,2,3.3,43,4
51,8.3,2,3,79,5,4.9,70,4
116,5.6,4,0,38,3,2.4,124,7
25,8.7,5,1,25,2,4.0,151,4
33,2.5,4,8,17,4,4.5,348,4
51,6.3,5,9,58,7,1.7,315,5
111,1.3,1,9,29,5,5.0,308,7
81,6.6,1,1,25,7,4.2,219,4
179,7.7,3,5,5,2,1.6,214,7
156,6.1,2,6,62,4,2.2,329,5
165,3.0,1,5,73,4,3.5,143,4
41,0.8,5,7,90,3,4.5,106,7
20,1.6,4,8,75,6,1.8,353,8
41,6.4,4,7,17,4,3.9,280,4
140,9.4,3,4,113,4,2.1,321,5
112,2.5,4,7,56,6,4.2,305,4
104,7.5,1,9,27,1,3.7,324,4
16,8.7,4,9,25,4,3.1,333,4
119,5.4,1,8,10,5,3.6,63,6
136,6.9,1,7,24,7,4.5,283,4
168,8.2,2,1,80,7,2.5,264,5
128,3.0,3,1,44,2,4.1,5,5
129,3.3,5,2,13,6,1.6,167,7
59,0.5,1,6,54,6,3.8,354,7
47,9.6,3,8,32,6,4.0,172,4
28,9.2,5,7,15,5,2.8,337,5
96,7.8,4,8,100,6,4.2,118,4
9,1.3,3,5,79,5,3.2,225,3
57,4.8,3,0,92,7,4.7,173,6
20,1.5,3,3,60,3,1.4,128,8
27,0.7,4,5,83,1,1.5,186,8
33,6.4,4,5,109,6,4.4,62,4
7,9.6,3,7,39,7,4.4,273,0
176,9.1,2,0,85,1,2.9,85,7
78,7.1,1,1,29,7,4.9,209,4
144,1.4,4,1,117,6,3.7,192,7
86,3.1,2,5,103,5,4.9,237,4
87,3.5,4,6,23,7,3.1,19,4
172,7.7,3,1,109,2,1.8,181,5
68,8.1,2,4,35,1,2.8,47,5
159,4.2,5,5,85,1,4.9,227,4
171,4.5,1,3,54,5,2.5,53,5
86,0.9,1,0,91,1,4.8,101,9
100,3.2,4,2,67,3,4.2,88,4
7,4.8,1,9,51,5,2.8,143,1
76,1.6,5,8,5,1,3.2,147,9
86,4.8,2,5,62,1,3.4,229,4
